locus	product	gene 	main role	subrole	regulation	developmental phenotype	core sporulation gene	reference
MXAN2202	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2205	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2211	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2220	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2224	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2227	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2229	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2270	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2271	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2272	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2279	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2291	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2294	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2301	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2303	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2313	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2327	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2328	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2332	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2341	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2343	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2344	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2345	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2346	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2347	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2376	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2380	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2384	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2387	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2392	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2393	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2394	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2396	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2400	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2402	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2410	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2412	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2413	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2422	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2440	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2444	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2446	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2452	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2456	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2458	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2462	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2466	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2469	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2471	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2476	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2478	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2482	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2486	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2487	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2488	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2493	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2495	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2499	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2511	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2522	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2526	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2528	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2544	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2569	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2573	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2585	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2593	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2595	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2600	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2602	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2604	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2616	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2628	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2636	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2640	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2646	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2649	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2650	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2653	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2664	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2665	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2669	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2674	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2676	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2677	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2678	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2691	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2693	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2696	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2707	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2725	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2746	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2751	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2756	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2780	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2781	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2782	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2802	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2812	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2822	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2827	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2829	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2834	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2838	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2847	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2849	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2851	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2854	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2855	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2856	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2858	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2862	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2863	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2864	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2865	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2874	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2876	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2893	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2894	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2896	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2897	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2899	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2900	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2912	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2928	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2930	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2934	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2937	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2939	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2941	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2942	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2945	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2953	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2958	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2965	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2979	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN2998	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3005	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3022	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3023	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3035	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3037	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3052	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3053	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3056	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3059	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3062	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3080	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3082	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3088	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3090	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3111	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3113	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3120	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3123	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3131	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3132	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3135	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3136	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3141	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3145	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3146	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3150	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3158	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3161	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3166	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3167	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3174	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3176	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3178	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3179	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3180	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3181	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3187	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3191	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3193	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3196	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3197	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3224	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3234	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3237	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3244	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3245	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3246	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3247	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3248	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3249	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3264	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3265	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3280	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3332	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3340	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3342	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3354	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3364	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3369	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3387	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3392	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3393	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3394	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3411	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3413	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3434	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3435	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3447	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3457	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3458	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3468	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3476	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3481	hypothetical protein		Hypothetical proteins	unique	not reg			
MXAN3482	hypothetical protein		Hypothetical proteins	unique	not reg			
